Sarcastic	Translation
How thoughtful of you to speak over everyone else in the meeting!	Interrupting others during meetings is rude.
Wow, you certainly have a talent for picking the worst moments to be dramatic!	You often act dramatically at inconvenient times.
Oh yes, I can't get enough of the sound of sirens during my workday!	The noise from sirens is distracting during work.
How amazing! A surprise fire drill right as I sit down to work!	Unexpected fire drills disrupt my work.
How lovely! Another day spent hearing about someone else's exciting weekend!	I feel bored hearing about someone's weekend.
Wow, how refreshing! A never-ending discussion on theories that have no basis!	Talking about unfounded theories is unproductive.
Oh fantastic! A team lunch when I'm trying to diet. How considerate!	It is inconvenient to attend a team lunch while dieting.
How wonderful! A textbook that is out of print. Just what I needed!	It is frustrating when the textbook is unavailable.
Wow, I can see you genuinely care about showing up on time.	You are frequently late.
Oh joy! More workplace drama to liven up my day!	I do not want to deal with workplace drama.
Fantastic! I've always wanted to be micromanaged at work!	Being micromanaged is frustrating.
How lovely! A surprise audit on my first day at the job. So comforting!	Having an audit on my first day at work is stressful.
Wow, how creative of you to suggest the same old solution again!	The suggested solution is not innovative.
Oh, great! You decided to quit at the most inconvenient time!	Your timing for quitting is problematic.
How charming! More vague instructions to follow!	The instructions are unclear.
Terrific! Another conference with speakers nobody wants to hear!	The conference lineup is unappealing.
How delightful! A team retreat where we all pretend to bond!	Team retreats often feel forced.
Oh good! Let's spend another tedious hour discussing policies nobody reads!	Discussions on policies tend to be unproductive.
Wow, you managed to make an introverted event so extroverted! How impressive!	The event became too socialized for introverts.
How wonderful! Your ability to be consistently unprepared is inspiring!	Being unprepared regularly is problematic.
Oh great! A public speaking event for shy people like me!	Public speaking is challenging for me.
Fantastic! More late-night emails when I'd rather be sleeping!	Receiving emails late at night is disruptive.
How charming! Let's all gather around for another debate on the same topic!	Revisiting debates on the same topic is tiresome.
Wow, your charm when being rude is truly a talent!	Your rudeness is noteworthy.
Oh lovely! A surprise gift that wasn't even on my wishlist!	I did not want the surprise gift.
How great! I just love getting stuck in a meeting that should've been an email!	Such meetings waste time.
How delightful! Your habit of lending unsolicited advice is so generous!	I do not want your unsolicited advice.
Oh wow, another family tradition that feels obligatory! How exciting!	I feel it's obligatory to attend family traditions.
How wonderful! A busy cafe full of people who have no idea how to be polite!	Crowded places can be rude and chaotic.
Oh fantastic! Another reality show that's just glorified drama!	I do not appreciate reality shows with excessive drama.
How charming! Your knack for stating the obvious is truly impressive!	Stating the obvious does not contribute to discussions.
Wow, another series of emails about the annual fundraiser, how original!	Repeating information about the fundraiser is redundant.
How delightful! A zoom meeting with terrible connection issues!	Technical difficulties during meetings are frustrating.
Oh, how heartwarming! More texts from that friend I'm avoiding!	I would prefer not to receive texts from that person.
Wow, your determination to complain is truly admirable!	You complain frequently.
Oh yes, delightful! A chance to hear someone rant during my lunch break!	I do not want to listen to rants during lunch.
How lovely! Another reminder of company policies nobody follows!	Ignoring company policies is common.
Terrific! More joint ventures that make teamwork feel impossible!	Team collaborations can be frustrating.
Wow, your diverse interests really shine—oh wait, sorry, they don't!	You have limited interests.
Oh great! A surprise workshop where we learn nothing new!	Workshops that do not teach something new are unproductive.
How wonderful! Someone else's long story of 'woe' during dinner!	Long stories can be tiresome.
Wow, your ability to overcomplicate everything is truly special!	You tend to complicate simple tasks.
How great! More late-night texts with questions I already answered!	It is frustrating to receive repeated questions.
Oh joy! A meeting filled with buzzwords. How enlightening!	Buzzwords do not contribute meaningful content.
How wonderful! Another lecture about common sense that I clearly lack!	I do not want to hear lectures about common sense.
Wow, your ability to procrastinate is truly amazing!	You consistently delay tasks.
Oh great! A surprise sale on products I don't need!	I do not want products I cannot use.
How lovely! A challenge that was supposed to be fun but became stressful!	The challenge is turning out to be difficult.
